e,t,a,d,fav,tb,advn,fav_n,decn,rel,ret,net,dur,mk
2092,1563526490,A,L,-52.442,27888.05,8,2,6,0.02161,-24.1657,-4.190066,29178.56,0.5563
2092,1563526518,A,L,-49.3322,27916.61,9,2,6,0.65382,-24.1657,-4.190066,29178.56,0.0
2092,1563526656,R,L,18.4117,28054.32,10,2,6,0.10117,-24.1657,-4.190066,29178.56,1.0
2092,1563526660,R,L,37.8649,28058.57,10,2,7,0.16262,-24.1657,-4.190066,29178.56,1.0
2092,1563527531,R,L,58.5771,28929.85,10,2,8,0.57049,-24.1657,-4.190066,29178.56,0.511
2093,1563527780,FE,S,-0.0,0.0,0,0,0,0.00786,9.3331,0.181078,200711.95,0.511
2093,1563535051,A,S,-71.4106,7271.13,0,0,0,5.97597,9.3331,0.181078,200711.95,0.0144
2093,1563727989,R,S,22.4207,200208.52,1,0,0,0.99088,9.3331,0.181078,200711.95,0.0
2093,1563728018,R,S,13.543,200237.85,1,0,1,0.97784,9.3331,0.181078,200711.95,0.0
2093,1563728492,FX,S,69.9525,200711.95,1,0,2,1.0,9.3331,0.181078,200711.95,0.0
2094,1563728492,FE,L,,0.0,0,0,0,,180.4242,6.972643,219936.79,0.0
2094,1563728529,A,L,5.926,36.45,0,0,0,1088.58784,180.4242,6.972643,219936.79,0.6778
2094,1563732950,R,L,156.2899,4457.53,0,1,0,0.12702,180.4242,6.972643,219936.79,0.8729
2094,1563738538,A,L,25.236,10046.1,0,1,1,3378.37838,180.4242,6.972643,219936.79,0.0
2094,1563761110,R,L,217.0843,32617.54,0,2,1,0.23925,180.4242,6.972643,219936.79,1.0
2094,1563948429,FX,L,-646.8816,219936.79,0,2,2,1.0,180.4242,6.972643,219936.79,0.0
2095,1563948429,FE,S,,0.0,0,0,0,,-63.4227,-6.47246,274846.49,0.0
2095,1563948864,A,S,-15.9884,434.84,0,0,0,98.9902,-63.4227,-6.47246,274846.49,1.0
2095,1563988772,R,S,116.2368,40342.89,1,0,0,0.88595,-63.4227,-6.47246,274846.49,0.1139
2095,1564031268,A,S,-378.5788,82838.88,1,0,1,4901.96078,-63.4227,-6.47246,274846.49,0.0
2095,1564096358,A,S,148.4684,147929.52,2,0,1,0.9998,-63.4227,-6.47246,274846.49,0.0
2095,1564100201,R,S,179.7412,151772.31,2,1,1,0.49995,-63.4227,-6.47246,274846.49,0.0
2095,1564101203,R,S,288.4645,152774.01,2,1,2,0.17264,-63.4227,-6.47246,274846.49,0.8273
2095,1564122467,A,S,312.0901,174038.3,2,1,3,20.96324,-63.4227,-6.47246,274846.49,1.0
2095,1564122709,R,S,28.781,174279.87,2,2,3,0.98877,-63.4227,-6.47246,274846.49,0.0
2095,1564123017,A,S,-6.8239,174587.91,2,2,4,4901.96078,-63.4227,-6.47246,274846.49,0.0
2095,1564127011,A,S,-72.1526,178582.34,3,2,4,0.00137,-63.4227,-6.47246,274846.49,1.0
2095,1564189753,R,S,-446.0714,241324.39,4,2,4,0.49995,-63.4227,-6.47246,274846.49,0.0
2095,1564189792,R,S,-445.3888,241362.61,4,2,5,0.61157,-63.4227,-6.47246,274846.49,0.3883
2095,1564223275,FX,S,231.0009,274846.49,4,2,6,1.0,-63.4227,-6.47246,274846.49,1.0
2096,1564223275,FE,L,,0.0,0,0,0,,36.375,0.764828,31.31,1.0
2096,1564223299,R,L,31.5457,23.47,0,0,0,0.02088,36.375,0.764828,31.31,1.0
2097,1564223307,FE,S,,0.0,0,0,0,,-104.6329,-9.428249,400646.91,1.0
2097,1564223611,A,S,19.3171,304.64,0,0,0,426.57108,-104.6329,-9.428249,400646.91,0.7244
2097,1564223669,R,S,55.1885,362.19,0,1,0,0.99935,-104.6329,-9.428249,400646.91,0.0
2097,1564306749,A,S,28.2836,83442.36,0,1,1,4901.96078,-104.6329,-9.428249,400646.91,0.0
2097,1564361461,A,S,-28.2822,138154.05,0,2,1,0.9998,-104.6329,-9.428249,400646.91,0.0
2097,1564366210,A,S,-146.2338,142903.17,1,2,1,0.49995,-104.6329,-9.428249,400646.91,0.0
2097,1564378101,R,S,-55.6299,154794.5,2,2,1,0.33331,-104.6329,-9.428249,400646.91,0.0
2097,1564380794,R,S,-16.0601,157487.25,2,2,2,0.1375,-104.6329,-9.428249,400646.91,0.725
2097,1564391844,R,S,13.4191,168537.61,2,2,3,0.04358,-104.6329,-9.428249,400646.91,1.0
2097,1564536286,A,S,-133.1345,312979.75,2,2,4,4.90686,-104.6329,-9.428249,400646.91,1.0
2097,1564619379,R,S,-402.9208,396072.63,3,2,4,0.11644,-104.6329,-9.428249,400646.91,1.0
2097,1564623954,FX,S,-340.4206,400646.91,3,2,5,1.0,-104.6329,-9.428249,400646.91,0.0
2098,1564623954,FE,L,,0.0,0,0,0,,-45.7252,-1.832083,105701.35,0.0
2098,1564623962,A,L,5.4948,8.25,0,0,0,0.0005,-45.7252,-1.832083,105701.35,0.0
2098,1564641921,R,L,-101.9343,17967.65,0,1,0,0.9997,-45.7252,-1.832083,105701.35,0.0
2098,1564642872,A,L,-49.4558,18918.59,0,1,1,3378.37838,-45.7252,-1.832083,105701.35,1.0
2098,1564643407,R,L,30.1058,19453.23,1,1,1,0.01437,-45.7252,-1.832083,105701.35,1.0
2098,1564647632,R,L,20.0657,23678.86,1,1,2,0.08466,-45.7252,-1.832083,105701.35,1.0
2098,1564729655,FX,L,574.2817,105701.35,1,1,3,1.0,-45.7252,-1.832083,105701.35,0.0
2099,1564729655,FE,S,,0.0,0,0,0,,-4.4582,-0.084774,39538.52,0.0
2099,1564729722,A,S,11.3938,66.84,0,0,0,19.44118,-4.4582,-0.084774,39538.52,1.0
2099,1564733258,R,S,-9.5034,3603.06,0,1,0,0.06519,-4.4582,-0.084774,39538.52,1.0
2099,1564769193,FX,S,58.0323,39538.52,0,1,1,1.0,-4.4582,-0.084774,39538.52,0.0
2100,1564769193,FE,L,,0.0,0,0,0,,295.0179,2.821475,226423.33,0.0
2100,1564769231,A,L,3.8059,37.53,0,0,0,5.78062,295.0179,2.821475,226423.33,0.0
2100,1564769250,A,L,5.4043,56.52,0,1,0,0.001,295.0179,2.821475,226423.33,0.0
2100,1564804590,R,L,316.512,35396.63,0,2,0,0.60528,295.0179,2.821475,226423.33,0.3944
2100,1564995617,FX,L,1263.0267,226423.33,0,2,1,1.0,295.0179,2.821475,226423.33,0.0
2101,1564995617,FE,S,,0.0,0,0,0,,83.1866,1.412171,7844.24,0.0
2101,1564995628,A,S,1.9301,10.94,0,0,0,0.0005,83.1866,1.412171,7844.24,0.0
2101,1565002679,R,S,114.1293,7062.63,0,1,0,0.07002,83.1866,1.412171,7844.24,0.5746
2101,1565003274,R,S,92.7519,7656.96,0,1,1,0.99976,83.1866,1.412171,7844.24,0.0
2101,1565003461,FX,S,101.2182,7844.24,0,1,2,1.0,83.1866,1.412171,7844.24,0.0
2102,1565003461,FE,L,,0.0,0,0,0,,76.6553,0.301007,21712.99,0.0
2102,1565003692,A,L,-12.959,230.72,0,0,0,466.79054,76.6553,0.301007,21712.99,0.3951
2102,1565004565,R,L,88.2889,1104.22,1,0,0,0.99871,76.6553,0.301007,21712.99,0.0
2102,1565025174,FX,L,229.4949,21712.99,1,0,1,1.0,76.6553,0.301007,21712.99,0.0
2103,1565025174,FE,S,,0.0,0,0,0,,50.5365,1.128768,30090.18,0.0
2103,1565025303,A,S,3.9785,129.23,0,0,0,510.34314,50.5365,1.128768,30090.18,0.6761
2103,1565035621,R,S,168.5333,10447.05,0,1,0,0.99937,50.5365,1.128768,30090.18,1.0
2103,1565048284,A,S,79.2964,23109.64,0,1,1,4444.74265,50.5365,1.128768,30090.18,0.0006
2103,1565048294,A,S,9.5674,23119.81,0,2,1,0.00055,50.5365,1.128768,30090.18,0.0
2103,1565048333,A,S,9.9852,23158.8,0,3,1,0.10212,50.5365,1.128768,30090.18,0.0
2103,1565048349,R,S,8.6368,23175.24,0,4,1,0.0005,50.5365,1.128768,30090.18,0.0
2103,1565052537,R,S,26.8337,27362.65,0,4,2,0.9998,50.5365,1.128768,30090.18,0.0
2103,1565055264,FX,S,165.2147,30090.18,0,4,3,1.0,50.5365,1.128768,30090.18,1.0
2104,1565055264,FE,L,0.0,0.0,0,0,0,1.15141,31.3567,0.088768,25806.24,1.0
2104,1565055438,R,L,25.8176,173.63,0,0,0,0.99825,31.3567,0.088768,25806.24,1.0
2104,1565081070,FX,L,516.87,25806.24,0,0,1,1.0,31.3567,0.088768,25806.24,0.0
2105,1565081070,FE,S,,0.0,0,0,0,,365.6966,5.986188,76302.22,0.0
2105,1565081083,A,S,0.4934,12.41,0,0,0,0.0005,365.6966,5.986188,76302.22,0.0
2105,1565093005,R,S,367.1389,11934.09,0,0,0,0.99979,365.6966,5.986188,76302.22,0.0
2105,1565157373,FX,S,491.8764,76302.22,0,0,1,1.0,365.6966,5.986188,76302.22,0.0
2106,1565157373,FE,L,,0.0,0,0,0,,123.8199,9.348129,76633.35,0.0
2106,1565157428,A,L,-16.7821,55.57,0,0,0,1087.61285,123.8199,9.348129,76633.35,0.6868
2106,1565163895,A,L,-62.6341,6522.62,1,0,0,0.07817,123.8199,9.348129,76633.35,0.9218
2106,1565165080,A,L,-64.677,7707.61,2,0,0,0.09435,123.8199,9.348129,76633.35,1.0
2106,1565165518,R,L,-8.4573,8145.73,3,0,0,0.00262,123.8199,9.348129,76633.35,1.0
2106,1565167565,R,L,51.336,10191.98,3,0,1,0.032,123.8199,9.348129,76633.35,1.0
2106,1565168696,A,L,-4.1245,11323.61,3,0,2,0.22519,123.8199,9.348129,76633.35,0.0
2106,1565170780,R,L,70.2976,13407.07,4,0,2,0.00201,123.8199,9.348129,76633.35,1.0
2106,1565179233,R,L,191.6265,21860.75,4,0,3,0.13091,123.8199,9.348129,76633.35,1.0
2106,1565192838,A,L,121.7959,35464.99,4,0,4,3472.22222,123.8199,9.348129,76633.35,0.0
2106,1565221981,R,L,290.0289,64608.55,4,1,4,0.79209,123.8199,9.348129,76633.35,0.0753
2106,1565222206,R,L,265.9538,64833.34,4,1,5,0.99799,123.8199,9.348129,76633.35,0.0
2106,1565234006,FX,L,261.6728,76633.35,4,1,6,1.0,123.8199,9.348129,76633.35,0.0
2107,1565234006,FE,S,,0.0,0,0,0,,1.5883,0.026511,10719.24,0.0
2107,1565234013,A,S,0.067,7.22,0,0,0,4716.98113,1.5883,0.026511,10719.24,0.0
2107,1565236823,R,S,18.0123,2816.72,0,0,0,0.75447,1.5883,0.026511,10719.24,0.1295
2107,1565236877,R,S,5.7736,2871.12,0,0,1,0.99841,1.5883,0.026511,10719.24,0.0
2107,1565244725,FX,S,113.4089,10719.24,0,0,2,1.0,1.5883,0.026511,10719.24,0.0
2108,1565244725,FE,L,,0.0,0,0,0,,-32.4597,-2.743954,63662.54,0.0
2108,1565244745,A,L,5.2806,19.44,0,0,0,3472.22222,-32.4597,-2.743954,63662.54,0.0
2108,1565245419,A,L,-29.738,693.33,0,1,0,0.03447,-32.4597,-2.743954,63662.54,1.0
2108,1565245675,A,L,-40.2141,950.04,1,1,0,0.49993,-32.4597,-2.743954,63662.54,1.0
2108,1565246211,R,L,7.0254,1485.9,2,1,0,0.00711,-32.4597,-2.743954,63662.54,1.0
2108,1565256330,R,L,71.1797,11604.55,2,1,1,0.86699,-32.4597,-2.743954,63662.54,0.0171
2108,1565256374,R,L,50.5894,11648.84,2,1,2,0.99878,-32.4597,-2.743954,63662.54,0.0
2108,1565260654,A,L,23.9435,15928.45,2,1,3,79.44792,-32.4597,-2.743954,63662.54,1.0
2108,1565260873,A,L,-12.9919,16147.84,2,2,3,0.74297,-32.4597,-2.743954,63662.54,0.2568
2108,1565273680,R,L,-135.3567,28954.79,3,2,3,0.94518,-32.4597,-2.743954,63662.54,0.0547
2108,1565308388,FX,L,184.9326,63662.54,3,2,4,1.0,-32.4597,-2.743954,63662.54,0.0
2109,1565308388,FE,S,,0.0,0,0,0,,91.0698,0.00032,2298.26,0.0
2109,1565310686,FX,S,104.8748,2298.26,0,0,0,1.0,91.0698,0.00032,2298.26,0.0
2110,1565310686,FE,L,,0.0,0,0,0,,20.0566,1.376341,449528.11,0.0
2110,1565310692,A,L,0.8071,5.73,0,0,0,151.28993,20.0566,1.376341,449528.11,0.0587
2110,1565311678,R,L,53.0604,992.34,0,0,0,0.99382,20.0566,1.376341,449528.11,0.0
2110,1565322144,A,L,-51.8343,11458.22,0,0,1,3328.53299,20.0566,1.376341,449528.11,0.0016
2110,1565322166,A,L,5.6275,11479.92,1,0,1,0.04149,20.0566,1.376341,449528.11,0.0
2110,1565326987,R,L,-24.3578,16301.26,1,1,1,0.94892,20.0566,1.376341,449528.11,0.0508
2110,1565332453,A,L,-56.7301,21767.37,1,1,2,3472.22222,20.0566,1.376341,449528.11,0.0
2110,1565336363,A,L,2.3414,25677.22,2,1,2,0.06272,20.0566,1.376341,449528.11,1.0
2110,1565347849,A,L,-112.3167,37162.91,2,2,2,0.49993,20.0566,1.376341,449528.11,0.0
2110,1565350020,R,L,-20.8898,39334.41,3,2,2,0.00073,20.0566,1.376341,449528.11,1.0
2110,1565358507,R,L,55.611,47821.17,3,2,3,0.0151,20.0566,1.376341,449528.11,1.0
2110,1565358618,R,L,41.1459,47931.78,3,2,4,0.44102,20.0566,1.376341,449528.11,0.0
2110,1565386196,R,L,117.062,75510.1,3,2,5,0.73728,20.0566,1.376341,449528.11,0.2625
2110,1565760214,FX,L,-1021.7759,449528.11,3,2,6,1.0,20.0566,1.376341,449528.11,0.0
2111,1565760214,FE,S,,0.0,0,0,0,,52.0395,0.983768,11765.76,0.0
2111,1565765671,A,S,-21.8026,5456.87,0,0,0,1605.78302,52.0395,0.983768,11765.76,0.6596
2111,1565771166,R,S,60.2762,10951.83,1,0,0,0.99979,52.0395,0.983768,11765.76,0.0
2111,1565771980,FX,S,106.6705,11765.76,1,0,1,1.0,52.0395,0.983768,11765.76,0.0
2112,1565771980,FE,L,,0.0,0,0,0,,23.3258,0.89801,14913.61,0.0
2112,1565773233,A,L,-61.8393,1252.86,0,0,0,1493.22569,23.3258,0.89801,14913.61,0.57
2112,1565773656,R,L,4.4591,1676.2,1,0,0,0.49181,23.3258,0.89801,14913.61,0.5081
2112,1565774707,A,L,-30.8246,2726.81,1,0,1,3472.22222,23.3258,0.89801,14913.61,0.0
2112,1565774819,R,L,56.0255,2838.98,2,0,1,0.04706,23.3258,0.89801,14913.61,0.9529
2112,1565786894,FX,L,200.013,14913.61,2,0,2,1.0,23.3258,0.89801,14913.61,0.0
2113,1565786894,FE,S,,0.0,0,0,0,,191.6208,4.145349,48297.54,0.0
2113,1565788464,A,S,-6.6144,1570.2,0,0,0,685.89387,191.6208,4.145349,48297.54,1.0
2113,1565800894,R,S,217.1847,14000.33,1,0,0,0.07639,191.6208,4.145349,48297.54,0.6144
2113,1565801100,R,S,209.2456,14206.49,1,0,1,0.57543,191.6208,4.145349,48297.54,0.4244
2113,1565834775,A,S,509.9137,47881.74,1,0,2,449.56604,191.6208,4.145349,48297.54,1.0
2113,1565835073,R,S,30.6314,48179.64,1,1,2,0.99846,191.6208,4.145349,48297.54,1.0
2113,1565835191,FX,S,39.5859,48297.54,1,1,3,1.0,191.6208,4.145349,48297.54,0.0
2114,1565835191,FE,L,,0.0,0,0,0,,-54.0714,-0.000311,2980.41,0.0
2114,1565838172,FX,L,-38.9571,2980.41,0,0,0,1.0,-54.0714,-0.000311,2980.41,0.0
2115,1565838172,FE,S,,0.0,0,0,0,,-1.0491,-4e-06,343.62,0.0
2115,1565838515,FX,S,13.5379,343.62,0,0,0,1.0,-1.0491,-4e-06,343.62,0.0
2116,1565838515,FE,L,,0.0,0,0,0,,-67.8196,-0.000392,18072.18,0.0
2116,1565856587,FX,L,-56.9839,18072.18,0,0,0,1.0,-67.8196,-0.000392,18072.18,0.0886
2117,1565856587,FE,S,1.77,0.0,0,0,0,1e-05,-3.1874,-0.679506,302466.78,0.0886
2117,1565856602,A,S,-2.9315,15.18,0,0,0,0.0005,-3.1874,-0.679506,302466.78,0.0
2117,1565861816,A,S,-18.9344,5229.12,1,0,0,0.99979,-3.1874,-0.679506,302466.78,0.0
2117,1565869602,A,S,-221.0048,13014.65,2,0,0,9e-05,-3.1874,-0.679506,302466.78,1.0
2117,1565870827,R,S,-83.8821,14239.54,3,0,0,0.03771,-3.1874,-0.679506,302466.78,0.8869
2117,1565879676,R,S,-27.1363,23088.96,3,0,1,0.01497,-3.1874,-0.679506,302466.78,1.0
2117,1565884616,A,S,-108.1591,28028.23,3,0,2,0.08871,-3.1874,-0.679506,302466.78,0.9113
2117,1565886165,R,S,24.6134,29577.28,4,0,2,0.01539,-3.1874,-0.679506,302466.78,1.0
2117,1565914457,A,S,-288.6325,57869.19,4,0,3,0.99979,-3.1874,-0.679506,302466.78,0.0
2117,1565915739,A,S,-170.9285,59152.08,5,0,3,0.35363,-3.1874,-0.679506,302466.78,0.018
2117,1565917818,A,S,-113.5059,61230.51,6,0,3,0.00061,-3.1874,-0.679506,302466.78,1.0
2117,1565918500,A,S,-139.0392,61912.91,7,0,3,0.33331,-3.1874,-0.679506,302466.78,0.0
2117,1565921944,A,S,-118.1329,65356.43,8,0,3,0.17615,-3.1874,-0.679506,302466.78,0.2954
2117,1565925341,R,S,-31.4708,68753.88,9,0,3,0.07746,-3.1874,-0.679506,302466.78,0.6127
2117,1565925846,R,S,-17.9806,69258.68,9,0,4,0.24999,-3.1874,-0.679506,302466.78,0.0
2117,1565926138,R,S,26.9478,69550.7,9,0,5,0.21481,-3.1874,-0.679506,302466.78,0.005
2117,1565926636,A,S,-15.2488,70049.15,9,0,6,0.09092,-3.1874,-0.679506,302466.78,1.0
2117,1565945873,R,S,269.66,89285.47,10,0,6,0.29236,-3.1874,-0.679506,302466.78,0.1228
2117,1565959825,A,S,139.1793,103237.19,10,0,7,0.09212,-3.1874,-0.679506,302466.78,0.8157
2117,1565972841,A,S,-132.6766,116253.74,10,1,7,0.22105,-3.1874,-0.679506,302466.78,0.3368
2117,1566014453,R,S,5.2446,157866.03,11,1,7,0.04323,-3.1874,-0.679506,302466.78,0.2586
2117,1566014772,A,S,-56.8335,158184.97,11,1,8,0.025,-3.1874,-0.679506,302466.78,1.0
2117,1566016202,R,S,-34.0733,159614.25,12,1,8,0.21995,-3.1874,-0.679506,302466.78,0.1201
2117,1566062290,R,S,129.7582,205702.89,12,1,9,0.04243,-3.1874,-0.679506,302466.78,1.0
2117,1566125593,R,S,-80.994,269005.93,12,1,10,0.38044,-3.1874,-0.679506,302466.78,0.239
2117,1566144512,R,S,-149.7637,287924.25,12,1,11,0.0417,-3.1874,-0.679506,302466.78,0.9583
2117,1566159054,FX,S,-62.2698,302466.78,12,1,12,1.0,-3.1874,-0.679506,302466.78,0.0
2118,1566159054,FE,L,,0.0,0,0,0,,-4.643,-2.6e-05,25626.02,0.0
2118,1566184680,FX,L,14.7928,25626.02,0,0,0,1.0,-4.643,-2.6e-05,25626.02,0.0
2119,1566184680,FE,S,,0.0,0,0,0,,-0.9697,-0.127884,174459.93,0.0
2119,1566184692,A,S,6.0873,11.87,0,0,0,0.0005,-0.9697,-0.127884,174459.93,0.0
2119,1566200250,R,S,-326.4592,15569.73,0,1,0,0.52384,-0.9697,-0.127884,174459.93,0.476
2119,1566276465,A,S,-410.7309,91785.14,0,1,1,15.31132,-0.9697,-0.127884,174459.93,1.0
2119,1566292165,R,S,153.6695,107485.35,1,1,1,0.12275,-0.9697,-0.127884,174459.93,0.8772
2119,1566292539,A,S,157.4676,107858.52,1,1,2,1787.54009,-0.9697,-0.127884,174459.93,1.0
2119,1566302472,A,S,-75.2959,117791.44,1,2,2,0.69032,-0.9697,-0.127884,174459.93,0.0043
2119,1566307570,A,S,-31.3242,122889.66,2,2,2,0.13448,-0.9697,-0.127884,174459.93,1.0
2119,1566314991,A,S,-40.1289,130311.27,3,2,2,0.49995,-0.9697,-0.127884,174459.93,0.0
2119,1566333026,R,S,11.1964,148345.39,4,2,2,0.04193,-0.9697,-0.127884,174459.93,1.0
2119,1566342093,A,S,-151.5097,157413.35,4,2,3,0.3067,-0.9697,-0.127884,174459.93,0.032
2119,1566342162,A,S,-96.1278,157482.1,5,2,3,0.13097,-0.9697,-0.127884,174459.93,0.0582
2119,1566348775,R,S,25.0142,164095.35,6,2,3,0.33331,-0.9697,-0.127884,174459.93,0.0
2119,1566351190,R,S,31.1612,166509.96,6,2,4,0.09115,-0.9697,-0.127884,174459.93,0.8177
2119,1566355200,R,S,105.2169,170520.03,6,2,5,0.00387,-0.9697,-0.127884,174459.93,1.0
2119,1566356002,R,S,124.5418,171321.89,6,2,6,0.11433,-0.9697,-0.127884,174459.93,0.8856
2119,1566358602,A,S,356.7162,173921.92,6,2,7,4716.98113,-0.9697,-0.127884,174459.93,0.0
2119,1566358903,R,S,31.3427,174222.71,6,3,7,0.16965,-0.9697,-0.127884,174459.93,0.1038
2119,1566358996,R,S,10.0576,174316.22,6,3,8,0.00895,-0.9697,-0.127884,174459.93,1.0
2119,1566359140,FX,S,97.0949,174459.93,6,3,9,1.0,-0.9697,-0.127884,174459.93,1.0
2120,1566359140,FE,L,,0.0,0,0,0,,43.9095,0.190053,185.28,1.0
2120,1566359286,R,L,39.0625,146.28,0,0,0,0.9987,43.9095,0.190053,185.28,1.0
2120,1566359325,FX,L,53.7109,185.28,0,0,1,1.0,43.9095,0.190053,185.28,0.0
2121,1566359325,FE,S,,0.0,0,0,0,,2.5877,0.001684,1918.72,0.0
2121,1566360012,A,S,14.5702,686.93,0,0,0,132.23821,2.5877,0.001684,1918.72,0.1566
2121,1566360034,R,S,16.1428,708.81,0,1,0,0.99366,2.5877,0.001684,1918.72,0.0
2121,1566361244,FX,S,87.6402,1918.72,0,1,1,1.0,2.5877,0.001684,1918.72,1.0
2122,1566361244,FE,L,0.0,0.0,0,0,0,1.85777,24.302,0.476876,2002.1,1.0
2122,1566362123,R,L,19.7208,879.07,0,0,0,0.10739,24.302,0.476876,2002.1,0.8926
2122,1566363246,FX,L,25.0245,2002.1,0,0,1,1.0,24.302,0.476876,2002.1,0.0
2123,1566363246,FE,S,,0.0,0,0,0,,61.5514,3.624972,21042.54,0.0
2123,1566365117,A,S,-23.9832,1870.67,0,0,0,1221.0283,61.5514,3.624972,21042.54,1.0
2123,1566369665,R,S,136.6659,6419.08,1,0,0,0.99979,61.5514,3.624972,21042.54,0.0
2123,1566370585,A,S,87.8856,7338.79,1,0,1,812.35613,61.5514,3.624972,21042.54,1.0
2123,1566374223,R,S,27.1122,10976.69,1,1,1,0.99979,61.5514,3.624972,21042.54,0.0
2123,1566382117,A,S,-30.0306,18870.98,1,1,2,191.41274,61.5514,3.624972,21042.54,1.0
2123,1566382415,A,S,4.3797,19169.16,2,1,2,0.02342,61.5514,3.624972,21042.54,1.0
2123,1566382680,A,S,2.2577,19433.73,2,2,2,0.67032,61.5514,3.624972,21042.54,0.0
2123,1566383044,R,S,38.9906,19798.33,2,3,2,0.99979,61.5514,3.624972,21042.54,0.0
2123,1566384289,R,S,104.4065,21042.51,2,3,3,0.00472,61.5514,3.624972,21042.54,1.0
2124,1566384289,FE,L,0.0,0.0,0,0,0,2257.62821,34.1929,0.339748,321.71,1.0
2124,1566384302,A,L,3.9722,12.9,0,0,0,0.001,34.1929,0.339748,321.71,0.0
2124,1566384519,R,L,29.7875,230.74,0,1,0,0.10613,34.1929,0.339748,321.71,1.0
2124,1566384610,FX,L,58.0894,321.71,0,1,1,1.0,34.1929,0.339748,321.71,0.0
2125,1566384610,FE,S,,0.0,0,0,0,,181.3469,0.000759,11256.17,0.0
2125,1566395867,FX,S,192.526,11256.17,0,0,0,1.0,181.3469,0.000759,11256.17,0.0
2126,1566395867,FE,L,,0.0,0,0,0,,16.8115,9.7e-05,7092.81,0.0
2126,1566402959,FX,L,31.7109,7092.81,0,0,0,1.0,16.8115,9.7e-05,7092.81,0.0
2127,1566402959,FE,S,,0.0,0,0,0,,44.7456,0.00019,617.74,0.0
2127,1566403577,FX,S,59.0131,617.74,0,0,0,1.0,44.7456,0.00019,617.74,0.0
2128,1566403577,FE,L,,0.0,0,0,0,,46.4362,0.817821,285.49,0.0
2128,1566403582,A,L,-6.7568,4.63,0,0,0,0.001,46.4362,0.817821,285.49,0.0
2128,1566403654,A,L,-39.3811,76.69,1,0,0,0.74071,46.4362,0.817821,285.49,0.0
2128,1566403786,R,L,25.7355,209.34,2,0,0,0.01077,46.4362,0.817821,285.49,1.0
2128,1566403844,R,L,71.2381,266.94,2,0,1,0.08904,46.4362,0.817821,285.49,1.0
2128,1566403863,FX,L,71.2381,285.49,2,0,2,1.0,46.4362,0.817821,285.49,0.0
2129,1566403863,FE,S,,0.0,0,0,0,,30.1283,1.786245,123733.41,0.0
2129,1566404476,A,S,-135.3688,613.46,0,0,0,3081.83962,30.1283,1.786245,123733.41,0.3466
2129,1566404878,R,S,15.9856,1014.97,1,0,0,0.99979,30.1283,1.786245,123733.41,0.0
2129,1566478833,A,S,13.0037,74970.41,1,0,1,4716.98113,30.1283,1.786245,123733.41,1.0
2129,1566490532,R,S,12.3259,86669.21,1,1,1,0.6943,30.1283,1.786245,123733.41,0.0013
2129,1566491247,R,S,0.0028,87384.86,1,1,2,0.74636,30.1283,1.786245,123733.41,1.0
2129,1566497937,A,S,-109.1242,94074.48,1,1,3,1526.51887,30.1283,1.786245,123733.41,1.0
2129,1566517350,R,S,83.4402,113487.54,2,1,3,0.80891,30.1283,1.786245,123733.41,0.1909
2129,1566527596,FX,S,122.1558,123733.41,2,1,4,1.0,30.1283,1.786245,123733.41,0.0
2130,1566527596,FE,L,,0.0,0,0,0,,87.5969,1.741038,14965.38,0.0
2130,1566527602,A,L,0.0,6.21,0,0,0,0.0005,87.5969,1.741038,14965.38,0.0
2130,1566533056,R,L,93.8851,5460.24,0,0,0,0.00557,87.5969,1.741038,14965.38,1.0
2130,1566542561,FX,L,165.4165,14965.38,0,0,1,1.0,87.5969,1.741038,14965.38,0.0
2131,1566542561,FE,S,,0.0,0,0,0,,248.751,4.868552,161136.06,0.0
2131,1566542588,A,S,10.6303,26.5,0,0,0,3574.75943,248.751,4.868552,161136.06,0.2422
2131,1566643160,R,S,245.433,100598.22,0,1,0,0.08519,248.751,4.868552,161136.06,1.0
2131,1566703697,FX,S,103.077,161136.06,0,1,1,1.0,248.751,4.868552,161136.06,0.0
2132,1566703697,FE,L,,0.0,0,0,0,,79.9367,12.479782,159420.93,0.0
2132,1566704239,A,L,-5.4372,541.81,0,0,0,2986.81597,79.9367,12.479782,159420.93,1.0
2132,1566737893,R,L,207.7135,34195.69,1,0,0,0.02956,79.9367,12.479782,159420.93,1.0
2132,1566744970,A,L,-70.1415,41272.73,1,0,1,1547.51736,79.9367,12.479782,159420.93,0.5543
2132,1566785930,A,L,366.8595,82233.03,2,0,1,0.24983,79.9367,12.479782,159420.93,0.7501
2132,1566791684,R,L,129.5205,87986.51,2,1,1,0.99986,79.9367,12.479782,159420.93,0.0
2132,1566791720,A,L,1.8863,88022.18,2,1,2,985.94792,79.9367,12.479782,159420.93,0.716
2132,1566791866,R,L,66.7494,88168.42,2,2,2,0.79637,79.9367,12.479782,159420.93,0.2034
2132,1566792289,A,L,88.4478,88591.11,2,2,3,3163.61285,79.9367,12.479782,159420.93,0.0889
2132,1566792906,R,L,28.6138,89208.88,2,3,3,0.00039,79.9367,12.479782,159420.93,1.0
2132,1566793051,A,L,-2.0456,89353.53,2,3,4,0.0025,79.9367,12.479782,159420.93,0.0
2132,1566794601,R,L,22.5099,90903.77,3,3,4,0.99971,79.9367,12.479782,159420.93,0.0
2132,1566796011,A,L,-24.8149,92313.66,3,3,5,150.13194,79.9367,12.479782,159420.93,1.0
